,name,city,country,iata_code,latitude,longitude,links_count
730,Goose Bay,Goose Bay,Canada,YYR,53.319168,-60.425833,30
731,General Rafael Buelna Intl,Mazatlan,Mexico,MZT,23.161356,-106.266072,30
732,Licenciado Manuel Crescencio Rejon Int,Merida,Mexico,MID,20.936981,-89.657672,30
733,Saskatoon J G Diefenbaker Intl,Saskatoon,Canada,YXE,52.170834,-106.699722,30
734,Pula,Pula,Croatia,PUY,44.893533,13.922192,30
735,Alykel,Norilsk,Russia,NSK,69.311053,87.332183,29
736,Syamsudin Noor,Banjarmasin,Indonesia,BDJ,-3.442356,114.762553,29
737,Srinagar,Srinagar,India,SXR,33.987139,74.77425,29
738,Point Salines Intl,Point Salines,Grenada,GND,12.004247,-61.786192,29
739,Abha,Abha,Saudi Arabia,AHB,18.240367,42.656625,29
740,Managua Intl,Managua,Nicaragua,MGA,12.141494,-86.168178,29
741,Guanajuato Intl,Del Bajio,Mexico,BJX,20.993464,-101.480847,29
742,Gregorio Luperon Intl,Puerto Plata,Dominican Republic,POP,19.7579,-70.570033,29
743,Malabo,Malabo,Equatorial Guinea,SSG,3.755267,8.708717,28
744,Yanji Airport,Yanji,China,YNJ,42.8828,129.451258,28
745,Huangyan Luqiao Airport,Huangyan,China,HYN,28.5622,121.429,28
746,Bailian Airport,Liuzhou,China,LZH,24.2075,109.391,28
747,Ercan International Airport,Nicosia,Cyprus,ECN,35.1547,33.4961,28
748,Southend,Southend,United Kingdom,SEN,51.571388999999996,0.695556,28
749,Springfield Branson Natl,Springfield,United States,SGF,37.245667,-93.388639,28
750,Hector International Airport,Fargo,United States,FAR,46.92065,-96.8157639,28
751,Baghdad International Airport,Baghdad,Iraq,BGW,33.262539,44.234578,28
752,Santarem,Santarem,Brazil,STM,-2.422431,-54.792789,28
753,Francisco Bangoy International,Davao,Philippines,DVO,7.125522,125.645778,28
754,Trenton Mercer,Trenton,United States,TTN,40.276692,-74.813469,28
755,Sultan Ismail Petra,Kota Bahru,Malaysia,KBR,6.16685,102.293014,28
756,Pattimura,Ambon,Indonesia,AMQ,-3.710264,128.089136,28
757,Surgut,Surgut,Russia,SGC,61.343694,73.401842,28
758,Nizhnevartovsk,Nizhnevartovsk,Russia,NJC,60.949272,76.483617,28
759,Dnipropetrovsk Intl,Dnepropetrovsk,Ukraine,DNK,48.357222,35.100556,28
760,La Chinita Intl,Maracaibo,Venezuela,MAR,10.558208,-71.727856,28
761,Ishigaki,Ishigaki,Japan,ISG,24.344525,124.186983,28
762,Quetta,Quetta,Pakistan,UET,30.251369,66.937764,28
763,Marsh Harbour,Marsh Harbor,Bahamas,MHH,26.511406,-77.083472,28
764,Juan Manuel Galvez Intl,Roatan,Honduras,RTB,16.316814,-86.522961,28
765,City Centre,Toronto,Canada,YTZ,43.627499,-79.396167,28
766,Sud Corse,Figari,France,FSC,41.500557,9.097777,28
767,Anglet,Biarritz-bayonne,France,BIQ,43.468419,-1.5233249999999998,28
768,Rabil,Boa Vista,Cape Verde,BVC,16.136531,-22.888897,28
769,Mahlon Sweet Fld,Eugene,United States,EUG,44.124583,-123.211972,27
770,City Of Colorado Springs Muni,Colorado Springs,United States,COS,38.805805,-104.700778,27
771,Burlington Intl,Burlington,United States,BTV,44.471861,-73.153278,27
772,Sultan Mahmud Badaruddin Ii,Palembang,Indonesia,PLM,-2.89825,104.699903,27
773,Rarotonga Intl,Avarua,Cook Islands,RAR,-21.202739,-159.805556,27
774,Licenciado Adolfo Lopez Mateos Intl,Toluca,Mexico,TLC,19.337072,-99.566008,27
775,Thunder Bay,Thunder Bay,Canada,YQT,48.371944,-89.323889,27
776,Bujumbura Intl,Bujumbura,Burundi,BJM,-3.324019,29.318519,27
777,Seychelles Intl,Mahe,Seychelles,SEZ,-4.674342,55.521839,26
778,Luzhou Airport,Luzhou,China,LZO,28.8522,105.393,26
779,Zhoushan Airport,Zhoushan,China,HSN,29.9342,122.362,26
780,Ganzhou Airport,Ganzhou,China,KOW,25.8258,114.912,26
781,Xiangfan Airport,Xiangfan,China,XFN,32.1506,112.291,26
782,Tongliao Airport,Tongliao,China,TGO,43.5567,122.2,26
783,Vigra,Alesund,Norway,AES,62.560372,6.110164,26
784,Lehigh Valley Intl,Allentown,United States,ABE,40.652083,-75.440806,26
785,Diosdado Macapagal International,Angeles City,Philippines,CRK,15.185833,120.560278,26
786,Bishop International,Flint,United States,FNT,42.965424,-83.743629,26
787,Sarasota Bradenton Intl,Sarasota,United States,SRQ,27.395444,-82.554389,26
788,Charlottesville-Albemarle,Charlottesville VA,United States,CHO,38.138639,-78.452861,26
789,Sioux Falls,Sioux Falls,United States,FSD,43.582014,-96.741914,26
790,Wilmington Intl,Wilmington,United States,ILM,34.270615,-77.902569,26
791,Friedrichshafen,Friedrichshafen,Germany,FDH,47.671317,9.511486,26
792,Kashi,Kashi,China,KHG,39.542922,76.019956,26
793,Canberra,Canberra,Australia,CBR,-35.306944,149.195,26
794,Mount Isa,Mount Isa,Australia,ISA,-20.663889,139.488611,26
795,Luang Phabang Intl,Luang Prabang,Laos,LPQ,19.897914,102.160764,26
796,Zumbi Dos Palmares,Maceio,Brazil,MCZ,-9.510808,-35.791678,26
797,Santa Maria,Aracaju,Brazil,AJU,-10.984,-37.070333,26
798,Ambrosio L V Taravella,Cordoba,Argentina,COR,-31.323619,-64.207953,26
799,Okayama,Okayama,Japan,OKJ,34.756944,133.855278,26
800,Taif,Taif,Saudi Arabia,TIF,21.483418,40.544334,26
801,La Tontouta,Noumea,New Caledonia,NOU,-22.014553,166.212972,26
802,C P A Carlos Rovirosa Intl,Villahermosa,Mexico,VSA,17.997,-92.817361,26
803,Victoria Intl,Victoria,Canada,YYJ,48.646944,-123.425833,26
804,Traian Vuia,Timisoara,Romania,TSR,45.809861,21.337861,26
805,Mikonos,Mykonos,Greece,JMK,37.435128,25.348103,26
806,St Jacques,Rennes,France,RNS,48.069508,-1.734794,26
807,Mombasa Moi Intl,Mombasa,Kenya,MBA,-4.034833,39.59425,26
808,Banjul Intl,Banjul,Gambia,BJL,13.337961,-16.652206,26
809,Fort Mcmurray,Fort Mcmurray,Canada,YMM,56.653333,-111.221944,25
810,Aniak Airport,Aniak,United States,ANI,61.5816,-159.543,25
811,Tokua Airport,Tokua,Papua New Guinea,RAB,-4.34046,152.38,25
812,Patna,Patina,India,PAT,25.591317,85.087992,25
813,Pampulha Carlos Drummond De Andrade,Belo Horizonte,Brazil,PLU,-19.851181,-43.950628,25
814,Gassim,Gassim,Saudi Arabia,ELQ,26.302822,43.773911,25
815,Kamuzu Intl,Lilongwe,Malawi,LLW,-13.789378,33.781,25
816,Huai An Lianshui Airport,Huai An,China,HIA,33.7772,119.1478,24
817,Karmoy,Haugesund,Norway,HAU,59.345267,5.2083639999999995,24
818,Wanxian Airport,Wanxian,China,WXN,30.836100000000002,108.406,24
819,Yulin Airport,Yulin,China,UYN,38.2692,109.731,24
820,Namangan Airport,Namangan,Uzbekistan,NMA,40.9846,71.5567,24
821,Misratah Airport,Misratah,Libya,MRA,32.325,15.061,24
822,Aden Adde International Airport,Mogadishu,Somalia,MGQ,2.01444,45.3047,24
823,Tampere Pirkkala,Tampere,Finland,TMP,61.414147,23.604392,24
824,Broome,Broome,Australia,BME,-17.8,122.2,24
825,Central Illinois Rgnl,Bloomington,United States,BMI,40.477111,-88.915917,24
826,Billings Logan International Airport,Billings,United States,BIL,45.80921,-108.537654,24
827,Asheville Regional Airport,Asheville,United States,AVL,35.436194,-82.541806,24
828,Kobe,Kobe,Japan,UKB,34.632778,135.223889,24
829,Gainesville Rgnl,Gainesville,United States,GNV,29.690056,-82.271778,24
830,Alice Springs,Alice Springs,Australia,ASP,-23.806667,133.902222,24
831,Jammu,Jammu,India,IXJ,32.689142,74.837389,24
832,Terrance B Lettsome Intl,Tortola,British Virgin Islands,EIS,18.444834,-64.542975,24
833,Rafael Nunez,Cartagena,Colombia,CTG,10.442381,-75.512961,24
834,Cataratas Intl,Foz Do Iguacu,Brazil,IGU,-25.59615,-54.487206,24
835,Matsuyama,Matsuyama,Japan,MYJ,33.827222,132.699722,24
836,Multan Intl,Multan,Pakistan,MUX,30.203222,71.419111,24
837,Juan Gualberto Gomez Intl,Varadero,Cuba,VRA,23.034445,-81.435278,24
838,Abraham Gonzalez Intl,Ciudad Juarez,Mexico,CJS,31.636133,-106.428667,24
839,Bern Belp,Bern,Switzerland,BRN,46.9141,7.497153,24
840,Iasi,Iasi,Romania,IAS,47.178492,27.620631,24
841,A Coruna,La Coruna,Spain,LCG,43.302061,-8.377256,24
842,Burgas,Bourgas,Bulgaria,BOJ,42.569583,27.515236,24
843,Zanzibar,Zanzibar,Tanzania,ZNZ,-6.222025,39.224886,24
844,Juba,Juba,South Sudan,JUB,4.872006,31.601117,24
845,Sialkot Airport,Sialkot,Pakistan,SKT,32.5356,74.3639,23
846,Londrina,Londrina,Brazil,LDB,-23.333625,-51.130072,23
847,Nausori Intl,Nausori,Fiji,SUV,-18.043267,178.559228,23
848,Linz,Linz,Austria,LNZ,48.233219,14.187511,23
849,Bale Mulhouse,Mulhouse,France,MLH,47.589583,7.529914,23
850,Nouakchott,Nouakschott,Mauritania,NKC,18.097856,-15.947956,23
851,Fuyang Airport,Fuyang,China,FUG,32.9,115.816667,22
852,Manzhouli,Manzhouli,China,NZH,49.566667,117.329444,22
853,Jasionka,Rzeszow,Poland,RZE,50.109958,22.019,22
854,Kjevik,Kristiansand,Norway,KRS,58.204214,8.085369,22
855,Datong Airport,Datong,China,DAT,40.0603,113.482,22
856,Belgorod International Airport,Belgorod,Russia,EGO,50.6438,36.5901,22
857,Santo Pekoa International Airport,Santo,Vanuatu,SON,-15.505033,167.219742,22
858,Kirkwall,Kirkwall,United Kingdom,KOI,58.957778,-2.9050000000000002,22
859,Isle Of Man,Isle Of Man,Isle of Man,IOM,54.083333,-4.623889,22
860,South Bend Rgnl,South Bend,United States,SBN,41.708661,-86.31725,22
861,San Pedro,San Pedro,Belize,SPR,17.913936,-87.971075,22
862,Nadzab,Nadzab,Papua New Guinea,LAE,-6.569828,146.726242,22
863,Riyan,Mukalla,Yemen,RIY,14.662639,49.375028,22
864,Chiang Rai Intl,Chiang Rai,Thailand,CEI,19.952342,99.882928,22
865,Paderborn Lippstadt,Paderborn,Germany,PAD,51.614089,8.616317,22
866,Munster Osnabruck,Munster,Germany,FMO,52.134642,7.684831,22
867,Port Blair,Port Blair,India,IXZ,11.641161,92.729744,22
868,Raipur,Raipur,India,RPR,21.180406,81.738753,22
869,Mount Hagen,Mount Hagen,Papua New Guinea,HGU,-5.826789,144.295861,22
870,Mukhino,Ulan-ude,Russia,UUD,51.807764,107.437644,22
871,Kadala,Chita,Russia,HTA,52.026317,113.305556,22
872,Robert L Bradshaw,Basse Terre,Saint Kitts and Nevis,SKB,17.311194,-62.718666999999996,22
873,General Manuel Carlos Piar,Guayana,Venezuela,PZO,8.288528,-62.760361,22
874,General Jose Antonio Anzoategui Intl,Barcelona,Venezuela,BLA,10.107139,-64.689161,22
875,Teniente Alejandro Velasco Astete Intl,Cuzco,Peru,CUZ,-13.535722,-71.938781,22
876,Gustavo Rojas Pinilla,San Andres Island,Colombia,ADZ,12.583594,-81.711192,22
877,Olaya Herrera,Medellin,Colombia,EOH,6.219958,-75.590519,22
878,Cerro Moreno Intl,Antofagasta,Chile,ANF,-23.444478,-70.4451,22
879,Senador Petronio Portella,Teresina,Brazil,THE,-5.059942,-42.823478,22
880,Maraba,Maraba,Brazil,MAB,-5.368589,-49.138025,22
881,Presidente Castro Pinto,Joao Pessoa,Brazil,JPA,-7.148381,-34.950681,22
882,Miyazaki,Miyazaki,Japan,KMI,31.877222,131.448611,22
883,Zahedan Intl,Zahedan,Iran,ZAH,29.475686,60.906189,22
884,Cibao Intl,Santiago,Dominican Republic,STI,19.406092,-70.604689,22
885,Tivat,Tivat,Montenegro,TIV,42.404664,18.723286,22
886,Lajes,Lajes (terceira Island),Portugal,TER,38.761842,-27.090797,22
887,Ronchi Dei Legionari,Ronchi De Legionari,Italy,TRS,45.8275,13.472222,22
888,Aktio,Preveza,Greece,PVK,38.925467,20.765311,22
889,Bellegarde,Limoges,France,LIG,45.862778,1.179444,22
890,Roumaniere,Bergerac,France,EGC,44.825279,0.5186109999999999,22
891,Vigo,Vigo,Spain,VGO,42.2318,-8.626775,22
892,Sale,Rabat,Morocco,RBA,34.051467,-6.751519,22
893,Al Najaf International Airport,Najaf,Iraq,NJF,31.991667,44.404167,21
894,Saint Barthelemy,Gustavia,France,SBH,17.9023,-62.8324,21
895,Inverness,Inverness,United Kingdom,INV,57.5425,-4.0475,21
896,Yeager,Charleston,United States,CRW,38.373147,-81.593189,21
897,Aeroporto de Porto Seguro,Porto Seguro,Brazil,BPS,-16.438611,-39.080833,21
898,El Tari,Kupang,Indonesia,KOE,-10.171583,123.671136,21
899,Eglin Afb,Valparaiso,United States,VPS,30.48325,-86.5254,21
900,Birsa Munda,Ranchi,India,IXR,23.31425,85.321675,21
901,Shymkent,Chimkent,Kazakhstan,CIT,42.364167,69.478889,21
902,George F L Charles,Castries,Saint Lucia,SLU,14.020228,-60.992936,21
903,El Plumerillo,Mendoza,Argentina,MDZ,-32.831717,-68.792856,21
904,Prince Said Ibrahim,Moroni,Comoros,HAH,-11.533661,43.27185,20
905,Ndola,Ndola,Zambia,NLA,-12.998139,28.664944,20
906,Unalakleet Airport,Unalakleet,United States,UNK,63.888333,-160.798889,20
907,Jining Airport ,Jining,China,JNG,35.417,116.533,20
908,Hami Airport,Hami,China,HMI,42.8414,93.6692,20
909,La Rochelle-Ile de Re,La Rochelle,France,LRH,46.1792,-1.19528,20
910,Mt. Fuji Shizuoka Airport,Shizuoka,Japan,FSZ,34.796111,138.189444,20
911,Jiamusi Airport,Jiamusi,China,JMU,46.843394,130.465389,20
912,Korla Airport,Korla,China,KRL,41.6978,86.1289,20
913,Alta,Alta,Norway,ALF,69.976111,23.371667,20
914,Sulaymaniyah International Airport,Sulaymaniyah,Iraq,ISU,35.5608,45.3147,20
915,Norwich,Norwich,United Kingdom,NWI,52.675833,1.282778,20
916,Atyrau,Atyrau,Kazakhstan,GUW,47.121944,51.821388999999996,20
917,Mudanjiang,Mudanjiang,China,MDG,44.523889,129.568889,20
918,Falconara,Ancona,Italy,AOI,43.616389,13.362222,20
919,Yibin,Yibin,China,YBP,28.800278,104.544444,20
920,Monterey Peninsula,Monterey,United States,MRY,36.587,-121.842944,20
921,Portland Intl Jetport,Portland,United States,PWM,43.646161,-70.309281,20
922,Bellingham Intl,Bellingham,United States,BLI,48.792694,-122.537528,20
923,Atlantic City Intl,Atlantic City,United States,ACY,39.457583,-74.577167,20
924,Varanasi,Varanasi,India,VNS,25.452358,82.859342,20
925,Gumrak,Volgograd,Russia,VOG,48.782528,44.345544,20
926,Thyna,Sfax,Tunisia,SFA,34.717953,10.690972,20
927,Arturo Michelena Intl,Valencia,Venezuela,VLN,10.149733,-67.9284,20
928,Rodriguez Ballon,Arequipa,Peru,AQP,-16.341072,-71.583083,20
929,Johan A Pengel Intl,Zandery,Suriname,PBM,5.452831,-55.187783,20
930,Ernesto Cortissoz,Barranquilla,Colombia,BAQ,10.889589,-74.780819,20
931,El Tepual Intl,Puerto Montt,Chile,PMC,-41.438886,-73.093953,20
932,Regional De Maringa Silvio Name Junior,Maringa,Brazil,MGF,-23.476392,-52.016406,20
933,Iloilo,Iloilo,Philippines,ILO,10.713044,122.545297,20
934,Hakodate,Hakodate,Japan,HKD,41.77,140.821944,20
935,Francisco C Ada Saipan Intl,Saipan,Northern Mariana Islands,SPN,15.119003,145.729356,20
936,Rasht,Rasht,Iran,RAS,37.325314,49.605817,20
937,Frank Pais Intl,Holguin,Cuba,HOG,20.785589,-76.315108,20
938,Torreon Intl,Torreon,Mexico,TRC,25.568278,-103.410583,20
939,General Francisco J Mujica Intl,Morelia,Mexico,MLM,19.849944,-101.0255,20
940,General Manuel Marquez De Leon Intl,La Paz,Mexico,LAP,24.072694,-110.362475,20
941,Casa De Campo Intl,La Romana,Dominican Republic,LRM,18.450711,-68.911833,20
942,Trabzon,Trabzon,Turkey,TZX,40.995108,39.789728,20
943,Prince George,Prince George,Canada,YXS,53.889444,-122.678889,20
944,Mitilini,Mytilini,Greece,MJT,39.056667,26.598333,20
945,Kalamata,Kalamata,Greece,KLX,37.068319,22.025525,20
946,Salvaza,Carcassonne,France,CCF,43.215978,2.306317,20
947,Greater Moncton Intl,Moncton,Canada,YQM,46.112221,-64.678611,20
948,Luxor Intl,Luxor,Egypt,LXR,25.671028,32.706583,20
949,Angads,Oujda,Morocco,OUD,34.78715,-1.923986,20
950,Lubumbashi Intl,Lubumashi,Congo (Kinshasa),FBM,-11.591333,27.530889,20
951,Ndjamena Hassan Djamous,N'djamena,Chad,NDJ,12.133689,15.034019,19
952,Osnova International Airport,Kharkov,Ukraine,HRK,49.924786,36.289986,19
953,Maastricht,Maastricht,Netherlands,MST,50.911658,5.770144,19
954,Wilkes Barre Scranton Intl,Scranton,United States,AVP,41.338478,-75.723403,19
955,Rick Husband Amarillo Intl,Amarillo,United States,AMA,35.219369,-101.705931,19
956,Lubbock Preston Smith Intl,Lubbock,United States,LBB,33.663639,-101.822778,19
957,Jorge Wilsterman,Cochabamba,Bolivia,CBB,-17.421058,-66.177114,19
958,Diego Aracena Intl,Iquique,Chile,IQQ,-20.535222,-70.181275,19
959,Babelthuap,Babelthuap,Palau,ROR,7.367303,134.544278,19
960,Yenbo,Yenbo,Saudi Arabia,YNB,24.144244,38.06335,19
961,Kuujjuaq,Quujjuaq,Canada,YVP,58.096111,-68.426944,19
962,Nampula,Nampula,Mozambique,APL,-15.105611,39.2818,18
963,Sir Seretse Khama Intl,Gaberone,Botswana,GBE,-24.555225,25.918208,18
964,Port Elizabeth Intl,Port Elizabeth,South Africa,PLZ,-33.984919,25.617275,18
965,Sohag International,Sohag,Egypt,HMB,26.341189,31.742983,18
966,Nuuk,Godthaab,Greenland,GOH,64.190922,-51.678064,18
967,Hatay Airport,Hatay,Turkey,HTY,36.362778,36.282222,18
968,Jing Gang Shan Airport,Ji An,China,JGS,26.8997,114.7375,18
969,Evenes,Harstad/Narvik,Norway,EVE,68.4913,16.678108,18
970,Dachuan Airport,Dazhou,China,DAX,31.3,107.5,18
971,Cheongju International Airport,Chongju,South Korea,CJJ,36.7166,127.499119,18
972,Robin Hood Doncaster Sheffield Airport,Doncaster,Sheffield,DSA,0.0,53.474722,18
973,Upernavik Airport,Upernavik,Greenland,JUV,72.7902,-56.1306,18
974,Blackpool,Blackpool,United Kingdom,BLK,53.771667,-3.028611,18
975,Talagi,Arkhangelsk,Russia,ARH,64.360281,40.430167,18
976,Luoyang Airport,Luoyang,China,LYA,34.41,112.28,18
977,Rogue Valley Intl Medford,Medford,United States,MFR,42.374228,-122.8735,18
978,Appleton,Appleton,United States,ATW,44.257526,-88.507576,18
979,Gulfport-Biloxi,Gulfport,United States,GPT,30.407278,-89.070111,18
980,Evansville Regional,Evansville,United States,EVV,38.036997,-87.532364,18
981,Mobile Rgnl,Mobile,United States,MOB,30.691231,-88.242814,18
982,Four Corners Rgnl,Farmington,United States,FMN,36.74125,-108.229944,18
983,Newport News Williamsburg Intl,Newport News,United States,PHF,37.131894,-76.492989,18
984,Saarbrucken,Saarbruecken,Germany,SCN,49.214553,7.109508,18
985,Hobart,Hobart,Australia,HBA,-42.836111,147.510278,18
986,Sibu,Sibu,Malaysia,SBW,2.261603,111.985322,18
987,Trichy,Tiruchirappalli,India,TRZ,10.765364,78.709722,18
988,Chandigarh,Chandigarh,India,IXC,30.673469,76.788542,18
989,Amritsar,Amritsar,India,ATQ,31.709594,74.797264,18
990,Imphal,Imphal,India,IMF,24.75995,93.896697,18
991,Syktyvkar,Syktyvkar,Russia,SCW,61.64705,50.84505,18
992,Flamingo,Kralendijk,Netherlands Antilles,BON,12.131044,-68.268511,18
993,Henry E Rohlsen,St. Croix Island,Virgin Islands,STX,17.701889,-64.798556,18
994,Governador Jorge Teixeira De Oliveira,Porto Velho,Brazil,PVH,-8.709294,-63.902281,18
995,Ilheus,Ilheus,Brazil,IOS,-14.815964,-39.033197,18
996,Puerto Princesa,Puerto Princesa,Philippines,PPS,9.742119,118.758731,18
997,Toyama,Toyama,Japan,TOY,36.648333,137.1875,18
998,Kumamoto,Kumamoto,Japan,KMJ,32.837319,130.85505,18
999,Oita,Oita,Japan,OIT,33.479444,131.737222,18
1000,Annaba,Annaba,Algeria,AAE,36.822225,7.809167,18
1001,Tabuk,Tabuk,Saudi Arabia,TUU,28.365417,36.618889,18
1002,Exuma Intl,Great Exuma,Bahamas,GGT,23.562631,-75.877958,18
1003,Abel Santamaria,Santa Clara,Cuba,SNU,22.492192,-79.943611,18
1004,Marcos A Gelabert Intl,Panama,Panama,PAC,8.973339,-79.555583,18
1005,Ixtapa Zihuatanejo Intl,Zihuatanejo,Mexico,ZIH,17.601569,-101.460536,18
1006,Jesus Teran Intl,Aguascalientes,Mexico,AGU,21.705558,-102.317858,18
1007,Oguzeli,Gaziantep,Turkey,GZT,36.947183,37.478683,18
1008,Pescara,Pescara,Italy,PSR,42.431656,14.181067,18
1009,Samos,Samos,Greece,SMI,37.689999,26.911667,18
1010,Vias,Beziers,France,BZR,43.323522,3.353903,18
1011,Auvergne,Clermont-Ferrand,France,CFE,45.786661,3.169169,18
1012,Granada,Granada,Spain,GRX,37.188731,-3.777356,18
1013,Varna,Varna,Bulgaria,VAR,43.232072,27.825106,18
1014,Belize City Municipal Airport,Belize,Belize,TZA,17.5344,-88.298,17
1015,Vance Winkworth Amory International Airport,Charlestown,Saint Kitts and Nevis,NEV,17.205678,-62.589869,17
1016,Midland Intl,Midland,United States,MAF,31.942528,-102.201914,17
1017,Kodiak,Kodiak,United States,ADQ,57.749967,-152.493856,17
1018,Liege,Liege,Belgium,LGG,50.637417,5.4432220000000004,17
1019,Bhubaneshwar,Bhubaneswar,India,BBI,20.244364,85.817781,17
1020,Mirny,Mirnyj,Russia,MJZ,62.534689,114.038928,17
1021,Queenstown,Queenstown International,New Zealand,ZQN,-45.021111,168.739167,17
1022,Magenta,Noumea,New Caledonia,GEA,-22.258278,166.472806,17
1023,General Juan N Alvarez Intl,Acapulco,Mexico,ACA,16.757061,-99.753953,17
1024,Pemba,Pemba,Mozambique,POL,-12.986753,40.522492,16
1025,Comiso,Comiso,Italy,CIY,37.0,14.6144,16
1026,Bijie Feixiong Airport,Bijie,China,BFJ,27.253,105.426,16
1027,Sondre Stromfjord,Sondrestrom,Greenland,SFJ,67.016969,-50.689325,16
1028,Visby,Visby,Sweden,VBY,57.662797,18.346211,16
1029,Umea,Umea,Sweden,UME,63.791828,20.282758,16
1030,Wuhai,Wuhai,China,WUA,39.794444,106.799444,16
1031,Ain Arnat Airport,Setif,Algeria,QSF,36.1781,5.32449,16
1032,Qiqihar Sanjiazi Airport,Qiqihar,China,NDG,47.239628,123.918131,16
1033,Guangyuan Airport,Guangyuan,China,GYS,32.3911,105.702,16
1034,Nanyang Airport,Nanyang,China,NNY,32.9808,112.615,16
1035,Changde Airport,Changde,China,CGD,28.9189,111.64,16
1036,Nadym Airport,Nadym,Russia,NYM,65.4809,72.6989,16
1037,Khanty Mansiysk Airport,Khanty-Mansiysk,Russia,HMA,61.028479,69.086067,16
1038,Salekhard Airport,Salekhard,Russia,SLY,66.590753,66.611042,16
1039,Tri Cities Airport,Pasco,United States,PSC,46.2647,-119.119,16
1040,Ust Kamenogorsk Airport,Ust Kamenogorsk,Kazakhstan,UKK,50.0366,82.4942,16
1041,Aarhus,Aarhus,Denmark,AAR,56.300017,10.619008000000001,16
1042,Pierre Regional Airport,Pierre,United States,PIR,44.3827,-100.286,16
1043,Fayetteville Regional Grannis Field,Fayetteville,United States,FAY,34.9912,-78.8803,16
1044,Gheshm Airport,Gheshm,Iran,GSM,26.9487,56.2688,16
1045,Red Lake Airport,Red Lake,Canada,YRL,51.0669,-93.7931,16
1046,Inuvik Mike Zubko,Inuvik,Canada,YEV,68.304167,-133.482778,16
1047,Turku,Turku,Finland,TKU,60.514142,22.262808,16
1048,Hammerfest Airport,Hammerfest,Norway,HFT,70.679722,23.668889,16
1049,Newcastle Airport,Newcastle,Australia,NTL,-32.78,151.83,16
1050,Cheddi Jagan Intl,Georgetown,Guyana,GEO,6.498553,-58.254119,16
1051,Roberts Fld,Redmond-Bend,United States,RDM,44.254066,-121.149964,16
1052,Westerland Sylt,Westerland,Germany,GWT,54.91325,8.340472,16
1053,Rapid City Regional Airport,Rapid City,United States,RAP,44.045278,-103.057222,16
1054,Grand Junction Regional,Grand Junction,United States,GJT,39.122413,-108.526735,16
1055,Gallatin Field,Bozeman,United States,BZN,45.777643,-111.160151,16
1056,Kopitnari,Kutaisi,Georgia,KUT,42.176653,42.482583,16
1057,Santa Barbara Muni,Santa Barbara,United States,SBA,34.426211,-119.840372,16
1058,Adi Sumarmo Wiryokusumo,Solo City,Indonesia,SOC,-7.516089,110.756892,16
1059,Baton Rouge Metro Ryan Fld,Baton Rouge,United States,BTR,30.533167,-91.149639,16
1060,Austin Straubel Intl,Green Bay,United States,GRB,44.485072,-88.129589,16
1061,Shreveport Rgnl,Shreveport,United States,SHV,32.446629,-93.8256,16
1062,Capital City,Lansing,United States,LAN,42.7787,-84.587357,16
1063,Bangor Intl,Bangor,United States,BGR,44.807444,-68.828139,16
1064,Port Hedland Intl,Port Hedland,Australia,PHE,-20.377778,118.626389,16
1065,Kununurra,Kununurra,Australia,KNX,-15.778056,128.7075,16
1066,Launceston,Launceston,Australia,LST,-41.545278,147.214167,16
1067,Jefman,Sorong,Indonesia,SOQ,-0.9263579999999999,131.121194,16
1068,Sultan Babullah,Ternate,Indonesia,TTE,0.831414,127.381486,16
1069,Heho,Heho,Burma,HEH,20.747036,96.792044,16
1070,Madurai,Madurai,India,IXM,9.834508,78.093378,16
1071,Agartala,Agartala,India,IXA,23.886978,91.24045,16
1072,Chertovitskoye,Voronezh,Russia,VOZ,51.814211,39.229589,16
1073,Astrakhan,Astrakhan,Russia,ASF,46.283333,48.006278,16
1074,Tte Av Jorge Henrich Arauz,Trinidad,Bolivia,TDD,-14.818739,-64.918019,16
1075,Capitan Oriel Lea Plaza,Tarija,Bolivia,TJA,-21.555736,-64.701325,16
1076,Vanguardia,Villavicencio,Colombia,VVC,4.167875,-73.613761,16
1077,Port Harcourt Intl,Port Hartcourt,Nigeria,PHC,5.015494,6.949594,16
1078,Sao Jose Do Rio Preto,Sao Jose Do Rio Preto,Brazil,SJP,-20.816567,-49.406511,16
1079,Akita,Akita,Japan,AXT,39.615556,140.218611,16
1080,Takamatsu,Takamatsu,Japan,TAK,34.214167,134.015556,16
1081,Yonago Kitaro,Miho,Japan,YGJ,35.492222,133.236389,16
1082,Basrah Intl,Basrah,Iraq,BSR,30.549069,47.662142,16
1083,Madang,Madang,Papua New Guinea,MAG,-5.207083,145.7887,16
1084,North Eleuthera,North Eleuthera,Bahamas,ELH,25.474861,-76.683489,16
1085,Mont Joli,Mont Joli,Canada,YYY,48.608612,-68.208056,16
1086,Churchill,Churchill,Canada,YYQ,58.739167,-94.065,16
1087,Angel Albino Corzo,Tuxtla Gutierrez,Mexico,TGZ,16.561822,-93.026081,16
1088,Ponciano Arriaga Intl,San Luis Potosi,Mexico,SLP,22.254303,-100.930806,16
1089,General Lucio Blanco Intl,Reynosa,Mexico,REX,26.008908,-98.228513,16
1090,Innsbruck,Innsbruck,Austria,INN,47.260219,11.343964,16
1091,Zaragoza Ab,Zaragoza,Spain,ZAZ,41.666242,-1.041553,16
1092,La Palma,Santa Cruz De La Palma,Spain,SPC,28.626478,-17.755611,16
