,name,city,country,iata_code,latitude,longitude,links_count
0,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,33.636719,-84.428067,1826
1,Chicago Ohare Intl,Chicago,United States,ORD,41.978603,-87.904842,1108
2,Capital Intl,Beijing,China,PEK,40.080111,116.584556,1069
3,Heathrow,London,United Kingdom,LHR,51.4775,-0.461389,1051
4,Charles De Gaulle,Paris,France,CDG,49.012779,2.55,1041
5,Los Angeles Intl,Los Angeles,United States,LAX,33.942536,-118.408075,990
6,Frankfurt Main,Frankfurt,Germany,FRA,50.026421,8.543125,990
7,Dallas Fort Worth Intl,Dallas-Fort Worth,United States,DFW,32.896828,-97.037997,936
8,John F Kennedy Intl,New York,United States,JFK,40.639751,-73.778925,911
9,Schiphol,Amsterdam,Netherlands,AMS,52.308613,4.763889,903
10,Pudong,Shanghai,China,PVG,31.143378,121.805214,825
11,Changi Intl,Singapore,Singapore,SIN,1.3501889999999999,103.994433,820
12,Barcelona,Barcelona,Spain,BCN,41.297078,2.078464,783
13,Incheon Intl,Seoul,South Korea,ICN,37.469075,126.450517,740
14,Denver Intl,Denver,United States,DEN,39.861655999999996,-104.673178,735
15,Miami Intl,Miami,United States,MIA,25.79325,-80.290556,734
16,Franz Josef Strauss,Munich,Germany,MUC,48.353783,11.786086,728
17,Ataturk,Istanbul,Turkey,IST,40.976922,28.814606,719
18,Hong Kong Intl,Hong Kong,Hong Kong,HKG,22.308919,113.914603,710
19,Dubai Intl,Dubai,United Arab Emirates,DXB,25.252778,55.364444,710
20,Gatwick,London,United Kingdom,LGW,51.148056,-0.190278,708
21,Baiyun Intl,Guangzhou,China,CAN,23.392436,113.298786,674
22,Fiumicino,Rome,Italy,FCO,41.804475,12.250797,662
23,Barajas,Madrid,Spain,MAD,40.493556,-3.566764,661
24,Suvarnabhumi Intl,Bangkok,Thailand,BKK,13.681108,100.747283,656
25,Domododevo,Moscow,Russia,DME,55.408611,37.906111,649
26,Shuangliu,Chengdu,China,CTU,30.578528,103.947086,647
27,Lester B Pearson Intl,Toronto,Canada,YYZ,43.677223,-79.630556,636
28,Brussels Natl,Brussels,Belgium,BRU,50.901389,4.484444,631
29,Manchester,Manchester,United Kingdom,MAN,53.353744,-2.27495,627
30,Schwechat,Vienna,Austria,VIE,48.110278,16.569722,616
31,Charlotte Douglas Intl,Charlotte,United States,CLT,35.214,-80.943139,600
32,Philadelphia Intl,Philadelphia,United States,PHL,39.871944,-75.241139,576
33,Narita Intl,Tokyo,Japan,NRT,35.764722,140.386389,575
34,Dusseldorf,Duesseldorf,Germany,DUS,51.289453,6.766775,570
35,Xianyang,Xi'an,China,XIY,34.447119,108.751592,563
36,Son Sant Joan,Palma de Mallorca,Spain,PMI,39.55361,2.727778,548
37,Wujiaba,Kunming,China,KMG,24.992364,102.743536,545
38,Jiangbei,Chongqing,China,CKG,29.719217,106.641678,540
39,Indira Gandhi Intl,Delhi,India,DEL,28.5665,77.103088,527
40,Taoyuan Intl,Taipei,Taiwan,TPE,25.077731,121.232822,527
41,Kuala Lumpur Intl,Kuala Lumpur,Malaysia,KUL,2.745578,101.709917,514
42,Phoenix Sky Harbor Intl,Phoenix,United States,PHX,33.434278,-112.011583,508
43,Xiaoshan,Hangzhou,China,HGH,30.229503,120.434453,506
44,Newark Liberty Intl,Newark,United States,EWR,40.6925,-74.168667,505
45,San Francisco Intl,San Francisco,United States,SFO,37.618972,-122.374889,499
46,Mc Carran Intl,Las Vegas,United States,LAS,36.080056,-115.15225,498
47,Zurich,Zurich,Switzerland,ZRH,47.464722,8.549167,494
48,George Bush Intercontinental,Houston,United States,IAH,29.984433,-95.341442,485
49,Licenciado Benito Juarez Intl,Mexico City,Mexico,MEX,19.436303,-99.072097,485
50,Abu Dhabi Intl,Abu Dhabi,United Arab Emirates,AUH,24.432972,54.651138,477
51,Orlando Intl,Orlando,United States,MCO,28.429394,-81.308994,475
52,Baoan Intl,Shenzhen,China,SZX,22.639258,113.810664,467
53,Gaoqi,Xiamen,China,XMN,24.544036,118.127739,466
54,Kastrup,Copenhagen,Denmark,CPH,55.617917,12.655972,457
55,Chhatrapati Shivaji Intl,Mumbai,India,BOM,19.088686,72.867919,452
56,Arlanda,Stockholm,Sweden,ARN,59.651944,17.918611,439
57,Lisboa,Lisbon,Portugal,LIS,38.781311,-9.135919,435
58,Detroit Metro Wayne Co,Detroit,United States,DTW,42.212444,-83.353389,433
59,Minneapolis St Paul Intl,Minneapolis,United States,MSP,44.881956,-93.221767,430
60,General Edward Lawrence Logan Intl,Boston,United States,BOS,42.364347,-71.005181,424
61,Tegel,Berlin,Germany,TXL,52.559686,13.287711,418
62,Dublin,Dublin,Ireland,DUB,53.421333,-6.270075,414
63,Hongqiao Intl,Shanghai,China,SHA,31.197875,121.336319,411
64,Sydney Intl,Sydney,Australia,SYD,-33.946111,151.177222,410
65,Malaga,Malaga,Spain,AGP,36.6749,-4.499106,410
66,Orly,Paris,France,ORY,48.725278,2.359444,404
67,Eleftherios Venizelos Intl,Athens,Greece,ATH,37.936358,23.944467,403
68,Seattle Tacoma Intl,Seattle,United States,SEA,47.449,-122.309306,403
69,Sheremetyevo,Moscow,Russia,SVO,55.972642,37.414589,397
70,Ronald Reagan Washington Natl,Washington,United States,DCA,38.852083,-77.037722,388
71,Guarulhos Gov Andre Franco Montouro,Sao Paulo,Brazil,GRU,-23.432075,-46.469511,387
72,Washington Dulles Intl,Washington,United States,IAD,38.944533,-77.455811,386
73,Ninoy Aquino Intl,Manila,Philippines,MNL,14.508647,121.019581,386
74,Malpensa,Milano,Italy,MXP,45.630606,8.728111,386
75,Huanghua,Changcha,China,CSX,28.189158,113.219633,377
76,Doha Intl,Doha,Qatar,DOH,25.261125,51.565056,377
77,King Abdulaziz Intl,Jeddah,Saudi Arabia,JED,21.679564,39.156536,377
78,Liuting,Qingdao,China,TAO,36.266108,120.374436,376
79,Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,FLL,26.072583,-80.15275,374
80,Tianhe,Wuhan,China,WUH,30.783758,114.2081,374
81,Pierre Elliott Trudeau Intl,Montreal,Canada,YUL,45.470556,-73.740833,371
82,Pulkovo,St. Petersburg,Russia,LED,59.800292,30.262503,368
83,Soekarno Hatta Intl,Jakarta,Indonesia,CGK,-6.125567,106.655897,367
84,Gardermoen,Oslo,Norway,OSL,60.193917,11.100361,363
85,Ruzyne,Prague,Czech Republic,PRG,50.100833,14.26,361
86,Xinzheng,Zhengzhou,China,CGO,34.519672,113.840889,348
87,Stansted,London,United Kingdom,STN,51.885,0.23500000000000001,343
88,Lukou,Nanjing,China,NKG,31.742042,118.862025,330
89,Geneve Cointrin,Geneva,Switzerland,GVA,46.238064,6.10895,329
90,Johannesburg Intl,Johannesburg,South Africa,JNB,-26.139166,28.246,321
91,Hamburg,Hamburg,Germany,HAM,53.630389,9.988228,321
92,Helsinki Vantaa,Helsinki,Finland,HEL,60.317222,24.963333,320
93,Tenerife Sur,Tenerife,Spain,TFS,28.044475,-16.572489,318
94,La Guardia,New York,United States,LGA,40.777245,-73.872608,316
95,Tokyo Intl,Tokyo,Japan,HND,35.552258,139.779694,315
96,Vancouver Intl,Vancouver,Canada,YVR,49.193889,-123.184444,315
97,Alicante,Alicante,Spain,ALC,38.282169,-0.558156,314
98,Cancun Intl,Cancun,Mexico,CUN,21.036528,-86.877083,311
99,Gran Canaria,Gran Canaria,Spain,LPA,27.931886,-15.386586,308
100,Eldorado Intl,Bogota,Colombia,BOG,4.701594,-74.146947,307
101,Diwopu,Urumqi,China,URC,43.907106,87.474244,306
102,Kansai,Osaka,Japan,KIX,34.4347222,135.244167,304
103,Cairo Intl,Cairo,Egypt,CAI,30.121944,31.405556,303
104,Brisbane Intl,Brisbane,Australia,BNE,-27.384167,153.1175,296
105,Binhai,Tianjin,China,TSN,39.124353,117.346183,294
106,Sabiha Gokcen,Istanbul,Turkey,SAW,40.898553,29.309219,290
107,Baltimore Washington Intl,Baltimore,United States,BWI,39.175361,-76.668333,286
108,Zhoushuizi,Dalian,China,DLC,38.965667,121.5386,285
109,Salt Lake City Intl,Salt Lake City,United States,SLC,40.788389,-111.977772,278
110,Tampa Intl,Tampa,United States,TPA,27.975472,-82.53325,276
111,King Khaled Intl,Riyadh,Saudi Arabia,RUH,24.95764,46.698776,276
112,Saint Exupery,Lyon,France,LYS,45.726387,5.090833,275
113,Longdongbao,Guiyang,China,KWE,26.538522,106.800703,274
114,Stuttgart,Stuttgart,Germany,STR,48.689878,9.221964,273
115,Shenyang Taoxian International Airport,Shenyang,China,SHE,41.3824,123.2901,272
116,Chicago Midway Intl,Chicago,United States,MDW,41.785972,-87.752417,271
117,Ben Gurion,Tel-aviv,Israel,TLV,32.011389,34.886667,271
118,Jinan,Jinan,China,TNA,36.857214,117.215992,270
119,Melbourne Intl,Melbourne,Australia,MEL,-37.673333,144.843333,269
120,Cote D\\'Azur,Nice,France,NCE,43.658411,7.215872,269
121,Changle,Fuzhou,China,FOC,25.935064,119.663272,266
122,Koln Bonn,Cologne,Germany,CGN,50.865917,7.142744,265
123,Provence,Marseille,France,MRS,43.435555,5.213611,265
124,Birmingham,Birmingham,United Kingdom,BHX,52.453856,-1.748028,264
125,Taiping,Harbin,China,HRB,45.623403,126.250328,259
126,Jomo Kenyatta International,Nairobi,Kenya,NBO,-1.319167,36.9275,258
127,Antalya,Antalya,Turkey,AYT,36.898731,30.800461,253
128,Mohammed V Intl,Casablanca,Morocco,CMN,33.367467,-7.589967,250
129,Louis Armstrong New Orleans Intl,New Orleans,United States,MSY,29.993389,-90.258028,248
130,Venezia Tessera,Venice,Italy,VCE,45.505278,12.351944,245
131,Okecie,Warsaw,Poland,WAW,52.16575,20.967122,240
132,Kuwait Intl,Kuwait,Kuwait,KWI,29.226567,47.968928,239
133,San Diego Intl,San Diego,United States,SAN,32.733556,-117.189667,238
134,Edinburgh,Edinburgh,United Kingdom,EDI,55.95,-3.3725,237
135,Honolulu Intl,Honolulu,United States,HNL,21.318681,-157.922428,233
136,Catania Fontanarossa,Catania,Italy,CTA,37.466781,15.0664,233
137,Lanzarote,Las Palmas,Spain,ACE,28.945464,-13.605225,233
138,Portland Intl,Portland,United States,PDX,45.588722,-122.5975,230
139,Jorge Chavez Intl,Lima,Peru,LIM,-12.021889,-77.114319,230
140,Wuxu,Nanning,China,NNG,22.608267,108.172442,228
141,Calgary Intl,Calgary,Canada,YYC,51.113888,-114.020278,228
142,Henri Coanda,Bucharest,Romania,OTP,44.572161,26.102178,227
143,Luqa,Malta,Malta,MLA,35.857497,14.4775,226
144,Queen Alia Intl,Amman,Jordan,AMM,31.722556,35.993214,223
145,Lambert St Louis Intl,St. Louis,United States,STL,38.748697,-90.370028,221
146,Wusu,Taiyuan,China,TYN,37.746897,112.628428,220
147,Nikos Kazantzakis,Heraklion,Greece,HER,35.339719,25.180297,219
148,Phoenix International,Sanya,China,SYX,18.302897,109.412272,218
149,Tansonnhat Intl,Ho Chi Minh City,Vietnam,SGN,10.818797,106.651856,218
150,Meilan,Haikou,China,HAK,19.934856,110.458961,215
151,Luton,London,United Kingdom,LTN,51.874722,-0.36833299999999997,214
152,Liangjiang,Guilin,China,KWL,25.218106,110.039197,214
153,Bole Intl,Addis Ababa,Ethiopia,ADD,8.977889,38.799319,214
154,Auckland Intl,Auckland,New Zealand,AKL,-37.008056,174.791667,213
155,Tocumen Intl,Panama City,Panama,PTY,9.071364,-79.383453,212
156,Chennai Intl,Madras,India,MAA,12.994413999999999,80.180517,211
157,Faro,Faro,Portugal,FAO,37.014425,-7.965911,211
158,Seeb Intl,Muscat,Oman,MCT,23.593278,58.284444,208
159,Luis Munoz Marin Intl,San Juan,Puerto Rico,SJU,18.439417,-66.001833,204
160,Bandaranaike Intl Colombo,Colombo,Sri Lanka,CMB,7.180756,79.884117,203
161,Riga Intl,Riga,Latvia,RIX,56.923611,23.971111,202
162,Boryspil Intl,Kiev,Ukraine,KBP,50.345,30.894722,202
163,Porto,Porto,Portugal,OPO,41.248055,-8.681389,202
164,Ibiza,Ibiza,Spain,IBZ,38.872858,1.373117,202
165,Bali Ngurah Rai,Denpasar,Indonesia,DPS,-8.748169,115.167172,201
166,Bristol,Bristol,United Kingdom,BRS,51.382669,-2.719089,200
167,Koltsovo,Yekaterinburg,Russia,SVX,56.743108,60.802728,199
168,Presidente Juscelino Kubitschek,Brasilia,Brazil,BSB,-15.8711,-47.918625,197
169,Glasgow,Glasgow,United Kingdom,GLA,55.871944,-4.433056,196
170,Bangalore,Bangalore,India,BLR,12.949985999999999,77.668206,195
171,Sharjah Intl,Sharjah,United Arab Emirates,SHJ,25.328575,55.51715,195
172,Ferihegy,Budapest,Hungary,BUD,47.436933,19.255592,195
173,Netaji Subhash Chandra Bose Intl,Kolkata,India,CCU,22.654739,88.446722,194
174,Galeao Antonio Carlos Jobim,Rio De Janeiro,Brazil,GIG,-22.808903,-43.243647,194
175,Nottingham East Midlands,East Midlands,United Kingdom,EMA,52.831111,-1.328056,192
176,Fuerteventura,Fuerteventura,Spain,FUE,28.452717,-13.863761,192
177,Larnaca,Larnaca,Cyprus,LCA,34.875117,33.62485,190
178,EuroAirport Basel-Mulhouse-Freiburg,Basel,Switzerland,BSL,47.59,7.529167,189
179,Don Miguel Hidalgo Y Costilla Intl,Guadalajara,Mexico,GDL,20.5218,-103.311167,185
180,Nantes Atlantique,Nantes,France,NTE,47.153189,-1.610725,183
181,Perth Intl,Perth,Australia,PER,-31.940278,115.966944,182
182,Simon Bolivar Intl,Caracas,Venezuela,CCS,10.603117,-66.990583,181
183,Tolmachevo,Novosibirsk,Russia,OVB,55.012622,82.650656,177
184,Houari Boumediene,Algier,Algeria,ALG,36.691014,3.215408,176
185,Bologna,Bologna,Italy,BLQ,44.535444,11.288667,176
186,Carthage,Tunis,Tunisia,TUN,36.851033,10.227217,175
187,Baita Airport,Hohhot,China,HET,40.851422,111.824103,174
188,Noibai Intl,Hanoi,Vietnam,HAN,21.221192,105.807178,174
189,Makedonia,Thessaloniki,Greece,SKG,40.519725,22.97095,174
190,Changbei Intl,Nanchang,China,KHN,28.865,115.9,172
191,Vnukovo,Moscow,Russia,VKO,55.591531,37.261486,171
192,Beograd,Belgrade,Serbia,BEG,44.818444,20.309139,171
193,Fukuoka,Fukuoka,Japan,FUK,33.585942,130.450686,170
194,Bahrain Intl,Bahrain,Bahrain,BAH,26.270834,50.63361,170
195,Chubu Centrair Intl,Nagoya,Japan,NGO,34.858414,136.805408,169
196,Lanzhou Airport,Lanzhou,China,LHW,36.117,103.617,168
197,Lishe,Ninbo,China,NGB,29.826683,121.461906,168
198,Brussels South,Charleroi,Belgium,CRL,50.459197,4.453817,168
199,Rhodes Diagoras,Rhodos,Greece,RHO,36.405419,28.086192,168
200,Austin Bergstrom Intl,Austin,United States,AUS,30.194528,-97.669889,167
201,Raleigh Durham Intl,Raleigh-durham,United States,RDU,35.877639,-78.787472,167
202,Newcastle,Newcastle,United Kingdom,NCL,55.0375,-1.6916669999999998,165
203,Schonefeld,Berlin,Germany,SXF,52.380001,13.5225,165
204,Shijiazhuang Daguocun International Airport,Shijiazhuang,China,SJW,38.280686,114.6973,164
205,Nashville Intl,Nashville,United States,BNA,36.124472,-86.678194,164
206,King Fahd Intl,Dammam,Saudi Arabia,DMM,26.471161,49.79789,164
207,Valencia,Valencia,Spain,VLC,39.489314,-0.48162499999999997,163
208,Wenzhou Yongqiang Airport,Wenzhou,China,WNZ,27.9122,120.852,162
209,New Chitose,Sapporo,Japan,CTS,42.7752,141.692283,162
210,Bergamo Orio Al Serio,Bergamo,Italy,BGY,45.673889,9.704166,162
211,Cleveland Hopkins Intl,Cleveland,United States,CLE,41.411689,-81.849794,161
212,Blagnac,Toulouse,France,TLS,43.629075,1.363819,161
213,Beijing Nanyuan Airport,Beijing,China,NAY,39.7825,116.387778,160
214,Leeds Bradford,Leeds,United Kingdom,LBA,53.865897,-1.660569,160
215,Yuzhny,Tashkent,Uzbekistan,TAS,41.257861,69.281186,160
216,Gimhae Intl,Busan,South Korea,PUS,35.179528,128.938222,160
217,Kansas City Intl,Kansas City,United States,MCI,39.297606,-94.713905,159
218,Macau Intl,Macau,Macau,MFM,22.149556,113.591558,158
219,Arturo Merino Benitez Intl,Santiago,Chile,SCL,-33.392975,-70.785803,158
220,Capodichino,Naples,Italy,NAP,40.886033,14.290781,158
221,Luogang,Hefei,China,HFE,31.780019,117.298436,154
222,Hannover,Hannover,Germany,HAJ,52.461056,9.685078,152
223,Pisa,Pisa,Italy,PSA,43.683917,10.39275,152
224,Cincinnati Northern Kentucky Intl,Cincinnati,United States,CVG,39.048836,-84.667822,150
225,Ministro Pistarini,Buenos Aires,Argentina,EZE,-34.822222,-58.535833,149
226,William P Hobby,Houston,United States,HOU,29.645419,-95.278889,149
227,Juan Santamaria Intl,San Jose,Costa Rica,SJO,9.993861,-84.208806,149
228,Pittsburgh Intl,Pittsburgh,United States,PIT,40.491467,-80.232872,148
229,Zia Intl,Dhaka,Bangladesh,DAC,23.843333,90.397781,148
230,Hyderabad,Hyderabad,India,HYD,17.453117,78.467586,147
231,General Mariano Escobedo Intl,Monterrey,Mexico,MTY,25.778489,-100.106878,145
232,Menara,Marrakech,Morocco,RAK,31.606886,-8.0363,145
233,Punta Cana Intl,Punta Cana,Dominican Republic,PUJ,18.567367,-68.363431,143
234,Luxembourg,Luxemburg,Luxembourg,LUX,49.626575,6.211517,140
235,Edmonton Intl,Edmonton,Canada,YEG,53.309723,-113.579722,139
236,Indianapolis Intl,Indianapolis,United States,IND,39.717331,-86.294383,138
237,Phuket Intl,Phuket,Thailand,HKT,8.1132,98.316872,138
238,Flesland,Bergen,Norway,BGO,60.293386,5.218142,137
239,San Antonio Intl,San Antonio,United States,SAT,29.533694,-98.469778,136
240,Eindhoven,Eindhoven,Netherlands,EIN,51.450139,5.374528,135
241,Lynden Pindling Intl,Nassau,Bahamas,NAS,25.038958,-77.466231,135
242,Don Muang Intl,Bangkok,Thailand,DMK,13.912583,100.60675,134
243,Almaty,Alma-ata,Kazakhstan,ALA,43.352072,77.040508,134
244,Merignac,Bordeaux,France,BOD,44.828335,-0.715556,134
245,Leopold Sedar Senghor Intl,Dakar,Senegal,DKR,14.739708,-17.490225,134
246,Rafic Hariri Intl,Beirut,Lebanon,BEY,33.820931,35.488389,133
247,Adnan Menderes,Izmir,Turkey,ADB,38.292392,27.156953,133
248,Sofia,Sofia,Bulgaria,SOF,42.695194,23.406167,132
249,Changchun,Changchun,China,CGQ,43.5412,125.1201,131
250,Yinchuan,Yinchuan,China,INC,38.481944,106.009167,131
251,Juanda,Surabaya,Indonesia,SUB,-7.379831,112.786858,131
252,Lijiang Airport,Lijiang,China,LJG,26.883333,100.23333,129
253,Kaohsiung Intl,Kaohsiung,Taiwan,KHH,22.577094,120.350006,129
254,City,London,United Kingdom,LCY,51.505278,0.055278,128
255,Mashhad,Mashhad,Iran,MHD,36.234,59.643,128
256,Southwest Florida Intl,Fort Myers,United States,RSW,26.536167,-81.755167,128
257,Port Columbus Intl,Columbus,United States,CMH,39.997972,-82.891889,128
258,Heydar Aliyev,Baku,Azerbaijan,GYD,40.4675,50.046667,128
259,Aeroparque Jorge Newbery,Buenos Aires,Argentina,AEP,-34.559175,-58.415606,128
260,Bilbao,Bilbao,Spain,BIO,43.301097,-2.910608,128
261,Sevilla,Sevilla,Spain,SVQ,37.418,-5.8931059999999995,127
262,Palermo,Palermo,Italy,PMO,38.175958,13.091019,126
263,General Mitchell Intl,Milwaukee,United States,MKE,42.947222,-87.896583,125
264,Jinnah Intl,Karachi,Pakistan,KHI,24.906547,67.160797,125
265,Mehrabad Intl,Teheran,Iran,THR,35.689167,51.313416,125
266,Naha,Okinawa,Japan,OKA,26.195814,127.645869,123
267,Imam Khomeini,Tehran,Iran,IKA,35.416111,51.152222,122
268,Dubrovnik,Dubrovnik,Croatia,DBV,42.561353,18.268244,121
269,Norman Y Mineta San Jose Intl,San Jose,United States,SJC,37.3626,-121.929022,120
270,Linate,Milan,Italy,LIN,45.445103,9.276739,120
271,Tille,Beauvais,France,BVA,49.454444,2.112778,120
272,Zhuhai Airport,Zhuhai,China,ZUH,22.0064,113.376,119
273,Murtala Muhammed,Lagos,Nigeria,LOS,6.577369,3.321156,119
274,Ted Stevens Anchorage Intl,Anchorage,United States,ANC,61.174361,-149.996361,118
275,Cochin,Kochi,India,COK,10.155556,76.391389,118
276,Jeju Intl,Cheju,South Korea,CJU,33.511306,126.493028,118
277,Chaklala,Islamabad,Pakistan,ISB,33.616653,73.099233,117
278,Liverpool,Liverpool,United Kingdom,LPL,53.333611,-2.849722,116
279,Vilnius Intl,Vilnius,Lithuania,VNO,54.634133,25.285767,116
280,Deputado Luis Eduardo Magalhaes,Salvador,Brazil,SSA,-12.910994,-38.331044,116
281,Dalaman,Dalaman,Turkey,DLM,36.713056,28.7925,116
282,Balice,Krakow,Poland,KRK,50.077731,19.784836,114
283,Princess Juliana Intl,Philipsburg,Netherlands Antilles,SXM,18.040953,-63.1089,114
284,Viracopos,Campinas,Brazil,VCP,-23.0075,-47.134444,114
285,Memphis Intl,Memphis,United States,MEM,35.042417,-89.976667,112
286,Laishan,Yantai,China,YNT,37.401667,121.371667,112
287,Hasanuddin,Ujung Pandang,Indonesia,UPG,-5.061631,119.554042,112
288,Metropolitan Oakland Intl,Oakland,United States,OAK,37.721278,-122.220722,111
289,Allama Iqbal Intl,Lahore,Pakistan,LHE,31.521564,74.403594,111
290,Cairns Intl,Cairns,Australia,CNS,-16.885833,145.755278,110
291,Tancredo Neves Intl,Belo Horizonte,Brazil,CNF,-19.63375,-43.968856,110
292,Sacramento Intl,Sacramento,United States,SMF,38.695417,-121.590778,108
293,Minsk 2,Minsk 2,Belarus,MSQ,53.882469,28.030731,108
294,Kotoka Intl,Accra,Ghana,ACC,5.605186,-0.166786,107
295,Landvetter,Gothenborg,Sweden,GOT,57.662836,12.279819,106
296,Sola,Stavanger,Norway,SVG,58.876778,5.637856,106
297,Dushanbe,Dushanbe,Tajikistan,DYU,38.543333,68.825,106
298,Firenze,Florence,Italy,FLR,43.809953,11.2051,106
299,El Salvador Intl,San Salvador,El Salvador,SAL,13.440947,-89.055728,105
300,Esenboga,Ankara,Turkey,ESB,40.128082,32.995083,105
301,Madeira,Funchal,Portugal,FNC,32.697889,-16.774453,104
302,Kota Kinabalu Intl,Kota Kinabalu,Malaysia,BKI,5.937208,116.051181,104
303,Astana Intl,Tselinograd,Kazakhstan,TSE,51.022222,71.466944,104
304,Olbia Costa Smeralda,Olbia,Italy,OLB,40.898661,9.517628,104
305,Bradley Intl,Windsor Locks,United States,BDL,41.938889,-72.683222,103
306,Ioannis Kapodistrias Intl,Kerkyra/corfu,Greece,CFU,39.601944,19.911667,103
307,Port Moresby Jacksons Intl,Port Moresby,Papua New Guinea,POM,-9.443383,147.22005,102
308,Adelaide Intl,Adelaide,Australia,ADL,-34.945,138.530556,102
309,Abidjan Felix Houphouet Boigny Intl,Abidjan,Cote d'Ivoire,ABJ,5.261386,-3.926294,102
310,Lech Walesa,Gdansk,Poland,GDN,54.377569,18.466222,101
311,Los Cabos Intl,San Jose Del Cabo,Mexico,SJD,23.15185,-109.721044,101
312,Neuenland,Bremen,Germany,BRE,53.0475,8.786667,100
313,Ciampino,Rome,Italy,CIA,41.799361,12.594936,100
314,Bari,Bari,Italy,BRI,41.138856,16.760594,100
315,Xining Caojiabu Airport,Xining,China,XNN,36.5275,102.043,99
316,Yangon Intl,Yangon,Burma,RGN,16.907305,96.133222,99
317,Douala,Douala,Cameroon,DLA,4.006081,9.719481,98
318,Prince Mohammad Bin Abdulaziz,Madinah,Saudi Arabia,MED,24.553422,39.705061,98
319,Girona,Gerona,Spain,GRO,41.900969,2.760547,98
320,Mactan Cebu Intl,Cebu,Philippines,CEB,10.307542,123.979439,97
321,Orlando Sanford Intl,Sanford,United States,SFB,28.777639,-81.237489,97
322,Split,Split,Croatia,SPU,43.538944,16.297964,97
323,Halifax Intl,Halifax,Canada,YHZ,44.880833,-63.50861,95
324,Chiang Mai Intl,Chiang Mai,Thailand,CNX,18.766847,98.962644,95
325,Nurnberg,Nuernberg,Germany,NUE,49.4987,11.066897,95
326,Tripoli Intl,Tripoli,Libya,TIP,32.663544,13.159011,95
327,Wuxi Airport,Wuxi,China,WUX,31.4944,120.429,94
328,Billund,Billund,Denmark,BLL,55.740322,9.151778,94
329,Frankfurt Hahn,Hahn,Germany,HHN,49.948672,7.263892,94
330,Congonhas,Sao Paulo,Brazil,CGH,-23.626692,-46.655375,94
331,Las Americas Intl,Santo Domingo,Dominican Republic,SDQ,18.429664,-69.668925,93
332,Luanda 4 De Fevereiro,Luanda,Angola,LAD,-8.858375,13.231178,92
333,Dubai Al Maktoum,Dubai,United Arab Emirates,DWC,24.55056,55.103174,92
334,Emelyanovo,Krasnoyarsk,Russia,KJA,56.18,92.475,92
335,Licenciado Gustavo Diaz Ordaz Intl,Puerto Vallarta,Mexico,PVR,20.680083,-105.254167,92
336,Jacksonville Intl,Jacksonville,United States,JAX,30.494056,-81.687861,91
337,Pashkovskiy,Krasnodar,Russia,KRR,45.034689,39.170539,91
338,Keflavik International Airport,Keflavik,Iceland,KEF,63.985,-22.605556,91
339,Enfidha - Zine El Abidine Ben Ali International Airport,Enfidha,Tunisia,NBE,36.075833,10.438611,90
340,Darwin Intl,Darwin,Australia,DRW,-12.4083333,130.87266,90
341,Zvartnots,Yerevan,Armenia,EVN,40.147275,44.395881,90
342,Manas,Bishkek,Kyrgyzstan,FRU,43.061306,74.477556,90
343,Reina Beatrix Intl,Oranjestad,Aruba,AUA,12.501389,-70.015221,90
344,Souda,Chania,Greece,CHQ,35.531747,24.149678,90
345,Kos,Kos,Greece,KGS,36.793335,27.091667,90
346,Sangster Intl,Montego Bay,Jamaica,MBJ,18.503717,-77.913358,89
347,Ottawa Macdonald Cartier Intl,Ottawa,Canada,YOW,45.3225,-75.669167,89
348,Quanzhou Airport,Quanzhou,China,JJN,24.7964,118.59,88
349,Palm Beach Intl,West Palm Beach,United States,PBI,26.683161,-80.095589,88
350,Tribhuvan Intl,Kathmandu,Nepal,KTM,27.696583,85.3591,88
351,Jose Marti Intl,Havana,Cuba,HAV,22.989153,-82.409086,87
352,Cape Town Intl,Cape Town,South Africa,CPT,-33.964806,18.601667,86
353,Vaernes,Trondheim,Norway,TRD,63.457556,10.92425,86
354,John Wayne Arpt Orange Co,Santa Ana,United States,SNA,33.675667,-117.868222,86
355,Salgado Filho,Porto Alegre,Brazil,POA,-29.994428,-51.171428,86
356,Afonso Pena,Curitiba,Brazil,CWB,-25.528475,-49.175775,86
357,Torino,Torino,Italy,TRN,45.200761,7.649631,86
358,Elmas,Cagliari,Italy,CAG,39.251469,9.054283,86
359,Male Intl,Male,Maldives,MLE,4.191833,73.529128,85
360,Zagreb,Zagreb,Croatia,ZAG,45.742931,16.068778,85
361,Pafos Intl,Paphos,Cyprus,PFO,34.718039,32.485731,85
362,Kahului,Kahului,United States,OGG,20.89865,-156.430458,84
363,Penang Intl,Penang,Malaysia,PEN,5.297139,100.276864,84
364,Thiruvananthapuram Intl,Trivandrum,India,TRV,8.482122,76.920114,84
365,Osaka Intl,Osaka,Japan,ITM,34.785528,135.438222,84
366,Albuquerque International Sunport,Albuquerque,United States,ABQ,35.0402222,-106.6091944,83
367,Louisville International Airport,Louisville,United States,SDF,38.1740858,-85.7364989,83
368,Nadi Intl,Nandi,Fiji,NAN,-17.755392,177.443378,83
369,General Abelardo L Rodriguez Intl,Tijuana,Mexico,TIJ,32.541064,-116.970158,83
370,Sir Seewoosagur Ramgoolam Intl,Plaisance,Mauritius,MRU,-20.430235,57.6836,82
